LotArea,Neighborhood,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,heatingQ,CentralAir,1stFlrSF,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice
11767,Edwards,1Fam,5,6,1946,1995,TA,TA,CBlock,TA,TA,No,BLQ,352,Unf,416,768,Ex,Y,768,432,0,0,1,0,3,TA,6,0,1,240,5,2008,WD,Normal,130500
6600,Mitchel,1Fam,5,9,1982,2008,Gd,Gd,CBlock,TA,TA,No,ALQ,641,Unf,175,816,Ex,Y,816,0,0,1,1,0,3,Gd,5,1,1,264,10,2008,WD,Normal,130500
8885,Mitchel,1Fam,5,5,1983,1983,TA,TA,CBlock,Gd,TA,Av,BLQ,625,ALQ,239,864,TA,Y,902,0,1,0,1,0,2,TA,5,0,2,484,6,2006,WD,Normal,131000
11409,Edwards,1Fam,5,4,1949,2008,TA,TA,CBlock,TA,TA,No,LwQ,292,Unf,476,768,Gd,Y,1148,568,0,0,1,1,3,TA,8,1,1,281,1,2009,WD,Normal,131000
6000,BrkSide,1Fam,6,6,1941,1950,TA,Gd,BrkTil,TA,Gd,No,ALQ,375,Unf,360,735,Ex,Y,869,349,0,1,1,0,3,TA,6,1,2,440,3,2007,WD,Normal,131000
10000,Sawyer,1Fam,5,6,1961,1983,TA,TA,CBlock,TA,TA,No,BLQ,594,Unf,270,864,Ex,Y,1144,0,1,0,1,0,3,TA,6,1,1,264,3,2009,WD,Normal,131400
12150,OldTown,1Fam,5,5,1954,1954,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,1050,1050,Ex,N,1050,745,0,0,2,0,4,TA,7,0,1,352,11,2008,WD,Normal,131500
11625,Sawyer,2fmCon,5,4,1965,1965,TA,TA,PConc,TA,TA,Mn,BLQ,841,Unf,198,1039,Ex,Y,1039,0,1,0,1,1,3,TA,6,0,2,504,4,2010,WD,Normal,131500
4435,CollgCr,TwnhsE,6,5,2003,2003,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,189,848,Ex,Y,848,0,1,0,1,0,1,Gd,3,0,2,420,11,2007,WD,Normal,131500
7800,0mes,1Fam,5,6,1954,1954,TA,TA,PConc,TA,TA,No,LwQ,540,Unf,728,1268,Gd,Y,1268,0,0,0,1,0,2,TA,7,1,1,244,3,2010,WD,Normal,132000
13300,0mes,1Fam,5,7,1956,2000,TA,TA,CBlock,Gd,TA,No,Rec,377,Unf,551,928,TA,Y,928,0,0,0,1,0,2,TA,4,0,1,252,6,2007,WD,Normal,132000
7420,Sawyer,1Fam,5,5,1962,1962,TA,TA,CBlock,TA,TA,No,Rec,417,Unf,640,1057,TA,Y,1057,0,0,0,1,0,3,TA,6,0,2,576,4,2007,WD,Normal,132000
9600,OldTown,1Fam,5,7,1910,2002,TA,Gd,BrkTil,Fa,Fa,No,Unf,0,Unf,264,264,Ex,Y,768,664,0,0,2,0,2,TA,7,0,2,360,5,2007,WD,Abnorml,132000
6120,BrkSide,1Fam,7,8,1929,2001,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,832,832,Ex,Y,854,0,0,0,1,0,2,TA,5,0,2,576,7,2007,WD,Normal,132000
8000,0mes,1Fam,6,6,1948,2002,TA,Gd,CBlock,TA,TA,No,ALQ,680,Unf,292,972,Ex,Y,972,0,1,0,1,0,2,TA,5,1,1,240,5,2009,WD,Normal,132000
25286,Mitchel,1Fam,4,5,1963,1963,TA,TA,PConc,TA,TA,Gd,ALQ,633,Unf,431,1064,Gd,Y,1040,0,1,0,1,0,3,TA,5,0,2,648,1,2007,WD,Normal,132250
7758,Sawyer,1Fam,5,7,1962,2001,TA,Gd,CBlock,TA,TA,No,ALQ,588,Unf,411,999,Gd,Y,999,0,1,0,1,0,3,Gd,6,0,1,264,3,2007,WD,Normal,132500
8480,Sawyer,1Fam,5,6,1963,1963,TA,TA,CBlock,TA,TA,No,GLQ,630,Unf,340,970,TA,Y,970,0,1,0,1,0,2,TA,5,0,2,624,7,2007,WD,Normal,132500
7931,0mes,1Fam,5,5,1959,1959,TA,TA,CBlock,TA,TA,No,BLQ,1148,Unf,0,1148,TA,Y,1148,0,1,0,1,0,3,TA,6,0,1,672,7,2009,WD,Normal,132500
7728,0mes,Duplex,5,6,1962,1962,TA,TA,CBlock,TA,TA,Av,ALQ,803,Unf,303,1106,TA,Y,1190,0,1,0,1,0,3,TA,6,0,2,540,5,2006,WD,Normal,132500
10780,CollgCr,1Fam,5,5,1976,1976,TA,TA,CBlock,TA,TA,Av,ALQ,483,Unf,428,911,Gd,Y,954,0,0,0,1,0,3,TA,6,0,2,576,7,2006,WD,Normal,132500
6000,BrkSide,1Fam,6,6,1939,1950,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,780,780,Ex,Y,825,587,0,0,1,0,4,TA,6,1,1,280,5,2009,WD,Normal,132500
9490,0mes,1Fam,6,7,1941,1950,TA,TA,CBlock,TA,TA,No,BLQ,568,Rec,238,806,TA,Y,958,620,1,0,1,0,3,Fa,5,2,1,240,8,2006,WD,Normal,133000
7500,Sawyer,1Fam,5,5,1963,1963,TA,TA,CBlock,TA,TA,No,ALQ,824,Unf,216,1040,Fa,Y,1040,0,1,0,1,1,3,TA,5,0,1,308,6,2010,WD,Normal,133000
8445,CollgCr,1Fam,5,7,1972,2007,TA,TA,CBlock,Gd,TA,Av,GLQ,656,Unf,112,768,TA,Y,768,0,1,0,1,0,2,TA,5,0,2,396,3,2009,WD,Normal,133000
12144,0mes,1Fam,5,7,1949,1950,Gd,TA,CBlock,TA,TA,No,Rec,375,Unf,457,832,Gd,Y,1036,0,0,0,1,0,3,TA,6,1,1,288,9,2009,WD,Normal,133000
6120,BrkSide,1Fam,4,7,1935,1995,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,884,884,Ex,Y,989,584,0,0,1,0,3,Gd,6,0,1,240,7,2009,WD,Normal,133000
4058,0mes,TwnhsE,7,5,1998,1998,TA,TA,PConc,Gd,TA,Av,GLQ,723,LwQ,0,723,Ex,Y,767,0,1,0,1,0,1,TA,4,0,1,367,6,2007,WD,Normal,133000
15523,CollgCr,1Fam,5,6,1972,1972,TA,TA,CBlock,TA,TA,Av,BLQ,460,Unf,404,864,Ex,Y,864,0,1,0,1,0,3,TA,5,1,1,338,8,2009,WD,Normal,133500
7560,0mes,1Fam,5,5,1959,1959,TA,TA,CBlock,TA,TA,No,LwQ,369,Unf,671,1040,TA,Y,1040,0,0,0,1,0,3,TA,6,0,1,286,7,2006,WD,Normal,133700
7200,OldTown,2fmCon,6,6,1910,1998,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,168,1214,Ex,N,1260,1031,0,1,2,0,4,TA,9,1,2,506,11,2007,WD,Normal,133900
7200,CollgCr,1Fam,5,8,1972,2003,TA,Gd,CBlock,Gd,TA,Av,GLQ,660,Unf,108,768,Gd,Y,768,0,0,1,1,0,2,TA,5,0,1,396,4,2009,WD,Normal,133900
9187,Mitchel,1Fam,6,5,1983,1983,TA,Gd,PConc,TA,TA,No,ALQ,336,Unf,748,1084,TA,Y,1080,0,0,0,1,1,3,TA,5,0,2,484,6,2007,WD,Normal,134000
8250,Sawyer,1Fam,5,5,1968,1968,TA,TA,CBlock,TA,TA,No,BLQ,742,LwQ,210,952,Ex,Y,1211,0,0,0,1,0,3,TA,5,1,1,322,8,2008,WD,Normal,134000
4224,MeadowV,TwnhsE,5,5,1976,1976,TA,TA,PConc,Gd,TA,No,ALQ,874,Unf,268,1142,TA,Y,1142,0,1,0,1,1,3,TA,6,1,2,528,8,2007,WD,Normal,134000
17120,ClearCr,1Fam,4,4,1959,1959,TA,TA,CBlock,NA,NA,NA,NA,0,NA,0,0,TA,Y,1120,468,0,0,2,0,4,TA,7,1,2,680,7,2008,WD,Normal,134432
10011,0mes,1Fam,5,6,1957,1996,TA,TA,CBlock,TA,TA,No,BLQ,360,Unf,710,1070,TA,Y,1236,0,0,1,1,0,2,Gd,6,1,1,447,5,2006,WD,Normal,134450
10205,0mes,1Fam,5,5,1962,1962,TA,TA,CBlock,TA,TA,Av,BLQ,784,Unf,141,925,TA,Y,999,0,1,0,1,0,3,TA,6,0,1,300,5,2006,WD,Normal,134500
8923,0mes,1Fam,5,7,1953,2006,TA,TA,CBlock,TA,TA,No,BLQ,643,Unf,365,1008,Gd,Y,1008,0,1,0,1,0,2,Gd,6,0,1,240,5,2007,WD,Normal,134500
7200,0mes,1Fam,5,7,1951,2000,TA,TA,CBlock,TA,TA,Mn,BLQ,720,Rec,180,900,TA,Y,900,0,0,1,1,0,3,Gd,5,0,2,576,5,2010,WD,Normal,134800
7252,Sawyer,1Fam,5,5,1982,1982,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,173,858,TA,Y,858,0,1,0,1,0,2,TA,5,0,2,576,4,2009,WD,Normal,134900
6000,BrkSide,1Fam,6,9,1937,2000,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,698,698,TA,Y,786,390,0,0,1,0,2,TA,4,0,2,624,7,2009,WD,Normal,134900
17140,Edwards,1Fam,4,6,1956,1956,TA,TA,CBlock,TA,TA,No,ALQ,1059,Unf,75,1134,Ex,Y,1229,0,0,0,1,0,3,TA,6,0,1,284,4,2009,WD,Normal,135000
7390,0mes,1Fam,5,7,1955,1955,TA,TA,CBlock,TA,TA,No,ALQ,902,Unf,196,1098,TA,Y,1098,0,1,0,1,0,3,TA,6,0,1,260,7,2008,WD,Normal,135000
21286,Sawyer,1Fam,5,5,1948,1950,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,720,720,TA,Y,720,551,0,0,2,0,4,TA,7,1,1,312,8,2008,WD,Normal,135000
9246,NWAmes,Duplex,5,5,1973,1973,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1656,1656,TA,Y,1656,0,0,0,2,0,4,TA,8,0,2,506,11,2008,WD,Normal,135000
10530,Mitchel,Duplex,6,5,1977,1977,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,975,TA,Y,1004,0,1,0,1,0,2,TA,4,0,2,504,5,2006,WD,Normal,135000
10152,0mes,1Fam,5,5,1956,1956,TA,TA,CBlock,TA,TA,No,BLQ,586,Unf,462,1048,TA,Y,1048,0,1,0,1,0,3,TA,6,0,1,286,6,2007,WD,Normal,135000
7064,Sawyer,1Fam,5,6,1977,1977,TA,TA,CBlock,TA,TA,No,BLQ,560,Unf,420,980,TA,Y,980,0,0,0,1,0,3,TA,6,0,2,484,7,2009,WD,Normal,135000
11606,0mes,1Fam,5,5,1969,1969,TA,TA,PConc,Gd,TA,Av,Rec,650,Unf,390,1040,TA,Y,1040,1040,0,1,1,2,5,Fa,9,2,2,504,9,2007,WD,Family,135000
7000,0mes,1Fam,5,7,1960,2002,TA,TA,CBlock,TA,TA,No,Rec,588,Unf,422,1010,Ex,Y,1134,0,0,0,1,0,2,TA,6,0,1,254,4,2007,WD,Family,135000
6993,Sawyer,1Fam,5,7,1961,1994,TA,TA,CBlock,TA,TA,No,BLQ,465,Unf,447,912,TA,Y,1236,0,0,0,1,0,3,TA,6,1,1,288,6,2006,WD,Normal,135000
7804,SWISU,1Fam,4,3,1928,1950,TA,TA,BrkTil,TA,TA,No,BLQ,622,Unf,500,1122,TA,Y,1328,653,1,0,2,0,4,Gd,7,2,2,576,12,2009,WD,Normal,135000
10410,OldTown,1Fam,5,7,1916,1987,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,660,660,Ex,Y,808,704,0,0,2,1,3,TA,8,0,1,180,8,2009,WD,Normal,135000
3378,OldTown,1Fam,7,8,1946,1992,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,651,651,Gd,Y,707,682,0,0,1,1,3,TA,6,2,1,240,9,2009,WD,Normal,135000
10320,IDOTRR,1Fam,6,7,1906,1995,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,756,756,Ex,Y,756,713,0,0,1,0,3,TA,7,0,1,216,6,2008,WD,Normal,135000
8172,Edwards,1Fam,4,6,1954,1972,TA,TA,PConc,TA,TA,No,Unf,0,Unf,941,941,Ex,Y,997,473,0,0,2,0,4,TA,7,0,1,548,5,2008,WD,Normal,135000
10800,0mes,1Fam,4,4,1949,1950,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,720,720,TA,N,720,472,0,0,1,1,4,TA,6,0,0,0,12,2006,WD,Abnorml,135000
9600,0mes,1Fam,5,7,1949,2003,TA,TA,CBlock,TA,TA,No,ALQ,220,Unf,625,845,TA,Y,893,0,0,1,1,0,2,Gd,4,0,2,576,5,2007,WD,Normal,135000
9750,0mes,1Fam,5,5,1967,1967,TA,TA,PConc,TA,TA,Av,ALQ,880,Rec,100,980,Gd,Y,980,0,0,0,2,0,3,TA,6,0,1,384,10,2006,WD,Normal,135500
16466,Edwards,1Fam,5,7,1955,1955,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,816,816,TA,Y,872,521,0,0,1,1,3,TA,8,0,1,300,4,2008,WD,Normal,135500
8475,0mes,1Fam,4,7,1956,1956,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,724,952,Ex,Y,952,0,0,0,1,0,2,TA,4,0,1,283,4,2008,WD,Normal,135750
5687,SWISU,2fmCon,5,6,1912,2000,TA,Fa,PConc,TA,Fa,No,Rec,210,Unf,570,780,Ex,N,936,780,1,0,2,0,6,Fa,9,0,0,0,3,2008,WD,Normal,135900
7032,0mes,Duplex,5,5,1979,1979,TA,TA,CBlock,Gd,TA,Gd,GLQ,943,Unf,0,943,TA,Y,943,0,1,0,1,0,2,TA,4,2,2,600,12,2006,WD,Normal,135960
9464,0mes,1Fam,6,7,1958,1958,TA,Gd,CBlock,TA,TA,No,BLQ,570,Unf,510,1080,Gd,Y,1080,0,0,0,1,0,3,TA,5,0,1,288,6,2008,WD,Normal,136000
8520,OldTown,1Fam,6,7,1916,1950,TA,Gd,BrkTil,TA,TA,No,Rec,714,LwQ,0,714,TA,N,1664,862,0,0,2,0,5,Gd,10,1,1,216,8,2007,CWD,Family,136000
9000,0mes,Duplex,5,5,1974,1974,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,896,896,TA,Y,896,896,0,0,2,2,4,TA,8,0,0,0,9,2009,WD,Normal,136000
7000,CollgCr,1Fam,5,8,1978,2005,Gd,Gd,CBlock,TA,TA,No,ALQ,646,Unf,218,864,Ex,Y,864,0,1,0,1,0,3,TA,6,0,1,336,7,2009,WD,Normal,136500
10659,0mes,1Fam,5,6,1961,1961,TA,TA,CBlock,TA,TA,No,Rec,915,Unf,135,1050,TA,Y,1050,0,1,0,1,0,3,TA,6,0,1,368,1,2006,COD,Normal,136500
10778,Sawyer,Duplex,4,5,1968,1968,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1768,1768,TA,N,1768,0,0,0,2,0,4,TA,8,0,0,0,4,2010,WD,Normal,136500
8400,SWISU,1Fam,6,5,1925,1950,TA,TA,PConc,TA,TA,No,Rec,423,Unf,758,1181,Fa,Y,1390,304,0,0,2,0,4,TA,7,1,2,576,6,2008,WD,Normal,136500
4435,CollgCr,TwnhsE,6,5,2003,2003,Gd,TA,PConc,Gd,TA,Av,GLQ,686,Unf,162,848,Ex,Y,848,0,1,0,1,0,1,Gd,3,0,2,420,3,2008,WD,Normal,136500
9525,Edwards,1Fam,6,4,1954,1972,TA,TA,CBlock,TA,Fa,No,Rec,444,Unf,550,994,Gd,Y,1216,639,0,0,2,0,4,TA,7,0,1,325,10,2006,WD,Normal,136900
11500,NWAmes,Duplex,5,6,1976,1976,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1680,1680,Fa,Y,1680,0,0,0,2,0,4,TA,8,0,2,528,6,2007,WD,Normal,136905
11425,0mes,1Fam,5,6,1954,1954,TA,TA,CBlock,TA,TA,No,BLQ,486,Unf,522,1008,Gd,Y,1008,0,0,0,1,0,2,TA,4,1,1,275,7,2006,WD,Normal,137000
13526,Sawyer,1Fam,5,6,1965,1965,TA,TA,CBlock,TA,TA,No,BLQ,935,LwQ,0,935,TA,Y,935,0,1,0,1,0,3,TA,5,0,1,288,11,2006,WD,Normal,137000
11345,0mes,Duplex,5,5,1948,1950,TA,TA,CBlock,TA,TA,No,Rec,220,Unf,708,928,Gd,Y,928,992,0,0,2,0,4,TA,10,0,2,400,7,2007,WD,Normal,137000
8740,Sawyer,1Fam,5,6,1982,1982,TA,TA,CBlock,TA,TA,Av,ALQ,672,Unf,168,840,TA,Y,860,0,1,0,1,0,2,TA,4,0,2,528,7,2009,WD,Normal,137000
9142,OldTown,2fmCon,6,8,1910,1950,TA,Fa,Stone,Fa,TA,No,Unf,0,Unf,1020,1020,Gd,N,908,1020,0,0,2,0,4,Fa,9,0,1,440,4,2006,WD,Normal,137000
6171,SWISU,1Fam,6,6,1925,1990,TA,TA,BrkTil,TA,TA,No,BLQ,264,Unf,712,976,Ex,Y,1160,448,0,0,2,1,3,Gd,7,1,1,216,10,2009,WD,Normal,137450
14375,Timber,1Fam,6,6,1958,1958,TA,TA,CBlock,TA,TA,No,GLQ,465,Rec,354,819,Gd,Y,1344,0,0,1,1,0,3,Gd,7,1,2,525,1,2009,COD,Abnorml,137500
10012,Edwards,1Fam,4,5,1972,1972,TA,TA,CBlock,Gd,TA,Av,BLQ,1100,Rec,38,1138,TA,Y,1181,0,1,0,2,0,3,TA,6,0,2,588,4,2008,WD,Normal,137500
8800,0mes,1Fam,6,7,1963,1963,TA,Gd,PConc,TA,TA,Gd,GLQ,763,Unf,173,936,Ex,Y,1054,0,1,0,1,0,3,Gd,6,0,2,480,5,2010,WD,Abnorml,137500
11600,Crawfor,1Fam,4,5,1922,1950,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,700,700,Ex,Y,1180,0,0,0,1,0,2,Fa,5,1,1,252,7,2006,WD,Normal,137500
6120,BrkSide,1Fam,5,8,1920,2004,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,939,939,Ex,Y,939,574,0,0,1,1,4,TA,8,0,1,180,5,2007,WD,Normal,137500
2522,Edwards,Twnhs,7,5,2004,2004,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,970,970,Ex,Y,970,739,0,0,2,0,3,Gd,7,0,2,380,4,2006,WD,Normal,137500
10680,0mes,1Fam,5,3,1951,1951,TA,TA,CBlock,TA,Fa,No,LwQ,756,Unf,1380,2136,TA,N,2136,0,0,0,2,0,4,TA,7,0,2,528,10,2006,WD,Normal,137900
6600,Mitchel,1Fam,5,8,1982,2003,TA,Gd,PConc,TA,Gd,No,GLQ,816,Unf,0,816,Ex,Y,816,0,1,0,1,0,2,TA,4,0,2,816,6,2008,WD,Normal,138000
8072,CollgCr,1Fam,5,5,1994,1995,TA,Gd,PConc,Gd,Gd,No,ALQ,746,Unf,244,990,Ex,Y,990,0,1,0,1,0,3,TA,5,0,2,480,5,2009,WD,Normal,138000
7200,0mes,1Fam,5,4,1950,1982,TA,TA,CBlock,TA,TA,No,Rec,532,BLQ,676,1208,Gd,Y,1136,768,1,0,1,1,3,TA,7,0,1,240,5,2009,WD,Normal,138000
8400,0mes,1Fam,5,5,1968,1968,TA,TA,CBlock,TA,TA,Av,BLQ,1016,Unf,36,1052,Gd,Y,1052,0,1,0,1,1,3,TA,5,0,1,288,11,2006,WD,Normal,138500
8450,Sawyer,1Fam,5,8,1965,2009,TA,Gd,CBlock,TA,TA,No,GLQ,670,BLQ,224,894,Ex,Y,894,0,1,0,1,0,3,TA,5,1,1,336,4,2010,WD,Normal,138500
15870,0mes,1Fam,5,5,1969,1969,TA,TA,CBlock,TA,TA,Mn,BLQ,866,Rec,230,1096,Ex,Y,1096,0,1,0,1,0,3,TA,6,0,1,299,3,2006,WD,Abnorml,138800
13132,Crawfor,1Fam,5,5,1914,1950,TA,TA,BrkTil,Gd,TA,Mn,Unf,0,Unf,747,747,Gd,Y,892,892,0,0,1,1,4,TA,9,0,1,180,7,2006,WD,Normal,138887
11616,Sawyer,1Fam,5,5,1962,1962,TA,TA,CBlock,TA,TA,No,LwQ,840,BLQ,252,1092,TA,Y,1092,0,0,1,1,0,3,TA,6,1,1,288,9,2009,WD,Normal,139000
9400,Mitchel,Duplex,6,5,1971,1971,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,912,912,TA,Y,912,912,0,0,2,2,4,TA,8,0,0,0,4,2010,WD,Normal,139000
9600,0mes,1Fam,6,6,1958,1988,TA,TA,CBlock,TA,TA,No,Rec,1240,LwQ,0,1240,Gd,Y,1632,0,1,0,2,0,3,TA,6,1,1,338,4,2009,WD,Normal,139000
8816,Sawyer,1Fam,5,6,1963,1963,TA,TA,PConc,TA,TA,No,Rec,651,Unf,470,1121,TA,Y,1121,0,1,0,1,0,3,TA,5,0,2,480,6,2009,WD,Normal,139000
9000,0mes,1Fam,6,5,1956,1956,TA,TA,CBlock,Gd,TA,No,LwQ,616,Unf,580,1196,Gd,Y,1196,0,1,0,1,0,2,TA,6,1,1,297,5,2008,WD,Normal,139000
7560,0mes,1Fam,5,6,1958,1965,TA,TA,CBlock,TA,TA,No,LwQ,504,Unf,525,1029,TA,Y,1339,0,0,0,1,0,3,TA,6,0,1,294,5,2009,COD,Abnorml,139000
8176,0mes,1Fam,5,6,1958,1992,TA,TA,CBlock,TA,TA,No,Rec,846,Unf,210,1056,Fa,Y,1056,0,1,0,1,0,3,TA,6,0,1,308,8,2007,WD,Normal,139000
10500,0mes,1Fam,5,7,1971,2005,TA,TA,CBlock,TA,TA,Av,ALQ,349,Unf,23,372,TA,Y,576,533,0,1,1,0,3,TA,5,0,1,288,12,2007,WD,Normal,139000
10800,OldTown,1Fam,5,6,1915,1950,TA,Gd,PConc,Fa,TA,No,LwQ,686,Unf,0,686,TA,Y,966,686,1,0,2,0,4,TA,7,0,1,416,6,2010,WD,Normal,139000
7350,0mes,1Fam,5,7,1951,1951,TA,TA,CBlock,TA,TA,Mn,ALQ,852,Unf,100,952,TA,Y,952,0,1,0,1,0,2,TA,4,0,2,840,6,2008,COD,Abnorml,139000
5362,Crawfor,1Fam,5,6,1910,2003,TA,TA,PConc,TA,TA,No,Unf,0,Unf,661,661,Ex,Y,661,589,0,0,2,0,3,TA,8,1,2,552,11,2007,WD,Normal,139000
9250,0mes,1Fam,5,7,1954,2005,TA,TA,CBlock,TA,TA,No,BLQ,948,LwQ,108,1056,TA,Y,1056,0,0,1,1,0,3,TA,6,0,1,260,7,2007,WD,Normal,139400
7449,IDOTRR,1Fam,7,7,1930,1950,TA,TA,PConc,TA,TA,No,Unf,0,Unf,637,637,Ex,Y,1108,0,0,0,1,0,3,Gd,6,1,1,280,6,2007,WD,Normal,139400
9900,SWISU,1Fam,6,7,1940,1950,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,778,778,TA,Y,944,545,0,0,2,0,3,TA,7,1,1,240,7,2009,WD,Normal,139500
13680,Edwards,1Fam,3,5,1955,1955,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,Ex,Y,1733,0,0,0,2,0,4,TA,8,1,2,452,6,2009,WD,Normal,139600
12342,0mes,1Fam,5,5,1960,1978,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,978,978,TA,Y,1422,0,0,0,1,0,3,TA,6,1,1,286,8,2007,WD,Normal,139900
7875,0mes,1Fam,5,6,1961,1961,TA,TA,CBlock,TA,TA,No,Rec,572,Unf,572,1144,Gd,Y,1144,0,1,0,1,0,3,TA,6,0,2,456,9,2008,WD,Normal,139950
4435,CollgCr,TwnhsE,6,5,2003,2003,Gd,TA,PConc,Gd,TA,Av,GLQ,685,Unf,163,848,Ex,Y,848,0,1,0,1,0,1,Gd,4,0,2,420,5,2009,WD,Normal,140000
12155,SWISU,1Fam,6,8,1925,1950,TA,TA,BrkTil,TA,TA,No,BLQ,156,Unf,516,672,TA,N,810,672,0,0,2,0,4,Fa,7,0,1,400,3,2008,WD,Normal,140000
13825,Sawyer,1Fam,5,6,1958,1987,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,533,533,TA,Y,1021,580,0,1,1,0,3,TA,6,0,1,300,12,2008,WD,Normal,140000
8546,Edwards,1Fam,4,5,2003,2004,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,1121,1121,Ex,Y,1121,0,0,0,2,0,2,TA,5,0,2,440,3,2010,WD,Normal,140000
9200,0mes,1Fam,6,6,1965,1965,TA,TA,CBlock,TA,TA,No,Rec,892,Unf,244,1136,TA,Y,1136,0,1,0,1,0,3,TA,5,1,1,384,7,2008,WD,Normal,140000
9600,NWAmes,1Fam,7,5,1969,1969,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1164,1164,TA,Y,1164,0,0,0,1,1,3,TA,6,0,2,528,7,2006,COD,Normal,140000
9600,0mes,1Fam,6,8,1950,2005,TA,Gd,CBlock,TA,TA,No,BLQ,120,Unf,736,856,Ex,Y,1112,556,0,0,1,1,3,TA,6,0,1,271,9,2009,WD,Normal,140000
7630,OldTown,2fmCon,5,9,1900,1996,TA,Gd,BrkTil,Gd,TA,No,Unf,0,Unf,360,360,Gd,Y,1032,780,0,0,2,0,4,Gd,8,1,2,672,5,2010,WD,Normal,140000
11310,0mes,1Fam,6,5,1954,1954,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1367,1367,Ex,Y,1375,0,0,0,1,0,2,TA,5,1,2,451,6,2006,WD,Normal,140000
10382,0mes,2fmCon,6,5,1958,1958,TA,Fa,CBlock,TA,TA,Gd,ALQ,513,Unf,75,588,TA,Y,1095,0,1,0,1,0,2,TA,6,0,1,264,3,2006,ConLD,Normal,140000
7056,0mes,1Fam,6,5,1963,1963,TA,TA,CBlock,TA,TA,No,BLQ,400,Unf,380,780,TA,Y,983,813,1,0,1,1,4,TA,8,1,2,483,10,2008,WD,Normal,140000
9170,Edwards,1Fam,5,7,1965,1965,TA,TA,CBlock,TA,TA,No,ALQ,794,GLQ,420,1214,Ex,Y,1214,0,1,0,1,0,2,TA,6,0,2,461,4,2007,WD,Normal,140000
7763,0mes,1Fam,5,7,1962,1980,TA,Gd,CBlock,TA,TA,No,Rec,612,BLQ,319,931,TA,Y,1283,0,1,0,1,0,3,TA,6,0,2,506,10,2008,WD,Normal,140000
9550,Crawfor,1Fam,7,5,1915,1970,TA,TA,BrkTil,TA,Gd,No,ALQ,216,Unf,540,756,Gd,Y,961,756,1,0,1,0,3,Gd,7,1,3,642,2,2006,WD,Abnorml,140000
8400,SWISU,1Fam,6,5,1940,2000,TA,TA,CBlock,TA,TA,No,LwQ,388,Unf,552,940,Ex,Y,1192,403,0,0,1,0,2,TA,6,2,1,240,6,2006,WD,Normal,140000
7200,OldTown,Duplex,5,5,1980,1980,TA,TA,CBlock,Gd,TA,Gd,GLQ,936,Unf,0,936,TA,Y,936,0,1,0,1,0,2,TA,4,0,2,672,8,2007,WD,Normal,140000
10930,0mes,1Fam,5,6,1945,1950,TA,TA,CBlock,TA,TA,No,BLQ,580,Unf,333,913,TA,Y,1048,510,1,0,1,1,3,TA,6,1,1,288,4,2008,WD,Normal,140000
4043,NPkVill,TwnhsE,6,6,1977,1977,TA,TA,CBlock,Gd,TA,No,ALQ,559,Unf,510,1069,TA,Y,1069,0,0,0,2,0,2,TA,4,0,2,440,10,2008,COD,Abnorml,140000
10300,OldTown,1Fam,7,6,1921,1950,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,576,576,Gd,Y,902,808,0,0,2,0,3,TA,9,0,2,480,4,2010,WD,Normal,140000
